filename,rows,columns,column_names,dtypes,missing_values,duplicate_rows,contains_timestamps,contains_sensor_measurements,contains_operating_conditions,contains_rpm_or_speed,contains_load,contains_labels,contains_fault_or_healthy_info,contains_experiment_or_run_ids
Run_112.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2498,False,True,False,False,False,False,False,False
Run_113.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2825,False,True,False,False,False,False,False,False
Run_114.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6106,False,True,False,False,False,False,False,False
Run_115.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,12503,False,True,False,False,False,False,False,False
Run_116.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2033,False,True,False,False,False,False,False,False
Run_117.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11703,False,True,False,False,False,False,False,False
Run_118.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7330,False,True,False,False,False,False,False,False
Run_119.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4530,False,True,False,False,False,False,False,False
Run_12.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7745,False,True,False,False,False,False,False,False
Run_120.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1510,False,True,False,False,False,False,False,False
Run_121.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6016,False,True,False,False,False,False,False,False
Run_122.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,17780,False,True,False,False,False,False,False,False
Run_123.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3892,False,True,False,False,False,False,False,False
Run_124.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1364,False,True,False,False,False,False,False,False
Run_125.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4261,False,True,False,False,False,False,False,False
Run_126.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6206,False,True,False,False,False,False,False,False
Run_127.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4238,False,True,False,False,False,False,False,False
Run_128.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4603,False,True,False,False,False,False,False,False
Run_129.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11683,False,True,False,False,False,False,False,False
Run_13.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,814,False,True,False,False,False,False,False,False
Run_130.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,810,False,True,False,False,False,False,False,False
Run_131.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3096,False,True,False,False,False,False,False,False
Run_132.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4030,False,True,False,False,False,False,False,False
Run_133.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,5013,False,True,False,False,False,False,False,False
Run_134.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,5348,False,True,False,False,False,False,False,False
Run_135.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6124,False,True,False,False,False,False,False,False
Run_136.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1540,False,True,False,False,False,False,False,False
Run_137.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,12674,False,True,False,False,False,False,False,False
Run_138.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2523,False,True,False,False,False,False,False,False
Run_139.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9540,False,True,False,False,False,False,False,False
Run_14.csv,133326,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,21494,False,True,False,False,False,False,False,False
Run_140.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,17070,False,True,False,False,False,False,False,False
Run_141.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,15010,False,True,False,False,False,False,False,False
Run_142.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2561,False,True,False,False,False,False,False,False
Run_143.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,21153,False,True,False,False,False,False,False,False
Run_144.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,16729,False,True,False,False,False,False,False,False
Run_145.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1539,False,True,False,False,False,False,False,False
Run_146.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11233,False,True,False,False,False,False,False,False
Run_147.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7447,False,True,False,False,False,False,False,False
Run_148.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3970,False,True,False,False,False,False,False,False
Run_149.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2606,False,True,False,False,False,False,False,False
Run_15.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7335,False,True,False,False,False,False,False,False
Run_150.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3645,False,True,False,False,False,False,False,False
Run_151.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,917,False,True,False,False,False,False,False,False
Run_152.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,15041,False,True,False,False,False,False,False,False
Run_153.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9912,False,True,False,False,False,False,False,False
Run_154.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1472,False,True,False,False,False,False,False,False
Run_155.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7810,False,True,False,False,False,False,False,False
Run_156.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1978,False,True,False,False,False,False,False,False
Run_157.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6686,False,True,False,False,False,False,False,False
Run_158.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3203,False,True,False,False,False,False,False,False
Run_159.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9731,False,True,False,False,False,False,False,False
Run_16.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9796,False,True,False,False,False,False,False,False
Run_160.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3306,False,True,False,False,False,False,False,False
Run_161.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3551,False,True,False,False,False,False,False,False
Run_162.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7641,False,True,False,False,False,False,False,False
Run_163.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1211,False,True,False,False,False,False,False,False
Run_164.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,5014,False,True,False,False,False,False,False,False
Run_165.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,18883,False,True,False,False,False,False,False,False
Run_166.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11161,False,True,False,False,False,False,False,False
Run_167.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11818,False,True,False,False,False,False,False,False
Run_168.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,5270,False,True,False,False,False,False,False,False
Run_169.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,12044,False,True,False,False,False,False,False,False
Run_17.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4839,False,True,False,False,False,False,False,False
Run_170.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3785,False,True,False,False,False,False,False,False
Run_171.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11515,False,True,False,False,False,False,False,False
Run_172.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,12575,False,True,False,False,False,False,False,False
Run_173.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1670,False,True,False,False,False,False,False,False
Run_174.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,908,False,True,False,False,False,False,False,False
Run_175.csv,133327,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7460,False,True,False,False,False,False,False,False
Run_176.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,18216,False,True,False,False,False,False,False,False
Run_177.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3442,False,True,False,False,False,False,False,False
Run_178.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7124,False,True,False,False,False,False,False,False
Run_179.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,5138,False,True,False,False,False,False,False,False
Run_18.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9251,False,True,False,False,False,False,False,False
Run_180.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,15181,False,True,False,False,False,False,False,False
Run_181.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,13864,False,True,False,False,False,False,False,False
Run_182.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,15324,False,True,False,False,False,False,False,False
Run_183.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6586,False,True,False,False,False,False,False,False
Run_184.csv,133325,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4002,False,True,False,False,False,False,False,False
Run_185.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4488,False,True,False,False,False,False,False,False
Run_186.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4699,False,True,False,False,False,False,False,False
Run_187.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,18418,False,True,False,False,False,False,False,False
Run_188.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6360,False,True,False,False,False,False,False,False
Run_189.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7403,False,True,False,False,False,False,False,False
Run_19.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6115,False,True,False,False,False,False,False,False
Run_190.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7780,False,True,False,False,False,False,False,False
Run_191.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4306,False,True,False,False,False,False,False,False
Run_192.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2493,False,True,False,False,False,False,False,False
Run_193.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1668,False,True,False,False,False,False,False,False
Run_194.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9774,False,True,False,False,False,False,False,False
Run_195.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11459,False,True,False,False,False,False,False,False
Run_196.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2030,False,True,False,False,False,False,False,False
Run_197.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,11751,False,True,False,False,False,False,False,False
Run_198.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3254,False,True,False,False,False,False,False,False
Run_199.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3819,False,True,False,False,False,False,False,False
Run_2.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,5870,False,True,False,False,False,False,False,False
Run_20.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7427,False,True,False,False,False,False,False,False
Run_200.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3564,False,True,False,False,False,False,False,False
Run_201.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,5508,False,True,False,False,False,False,False,False
Run_202.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,3245,False,True,False,False,False,False,False,False
Run_203.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2636,False,True,False,False,False,False,False,False
Run_204.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,6918,False,True,False,False,False,False,False,False
Run_205.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4990,False,True,False,False,False,False,False,False
Run_206.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2483,False,True,False,False,False,False,False,False
Run_207.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,2595,False,True,False,False,False,False,False,False
Run_208.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,13275,False,True,False,False,False,False,False,False
Run_209.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,15664,False,True,False,False,False,False,False,False
Run_21.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,7358,False,True,False,False,False,False,False,False
Run_210.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1234,False,True,False,False,False,False,False,False
Run_211.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,8859,False,True,False,False,False,False,False,False
Run_212.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1909,False,True,False,False,False,False,False,False
Run_213.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,16425,False,True,False,False,False,False,False,False
Run_214.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,10011,False,True,False,False,False,False,False,False
Run_215.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9864,False,True,False,False,False,False,False,False
Run_216.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,4350,False,True,False,False,False,False,False,False
Run_217.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,9897,False,True,False,False,False,False,False,False
Run_218.csv,133328,3,"[""Column_1"", ""Column_2"", ""Column_3""]","{""Column_1"": ""float64"", ""Column_2"": ""float64"", ""Column_3"": ""float64""}",0,1459,False,True,False,False,False,False,False,False
