run_id,window_id,window_size,signal_length,mean_Signal_1,std_Signal_1,variance_Signal_1,rms_Signal_1,min_Signal_1,max_Signal_1,peak_to_peak_Signal_1,kurtosis_Signal_1,skewness_Signal_1,mean_Signal_2,std_Signal_2,variance_Signal_2,rms_Signal_2,min_Signal_2,max_Signal_2,peak_to_peak_Signal_2,kurtosis_Signal_2,skewness_Signal_2,mean_Signal_3,std_Signal_3,variance_Signal_3,rms_Signal_3,min_Signal_3,max_Signal_3,peak_to_peak_Signal_3,kurtosis_Signal_3,skewness_Signal_3
Run_1,11,1024,1024,0.021163228095703125,0.009496607422866265,9.018555254403866e-05,0.02319628797835543,-0.0036621,0.046692,0.0503541,-0.38569393398260043,-0.12159849089567205,0.00047549751953125,0.01728248720667338,0.000298684364048829,0.017289027212076143,-0.088959,0.088806,0.177765,3.07513683731044,0.3054085015748442,2.3260729814453125,2.4236929652896655,5.874287589994612,3.3593009845806456,0.023193,4.9524,4.929207,-1.9827610989509719,0.1316132412327992
Run_1,12,1024,1024,0.021783108945312497,0.011761337077121202,0.0001383290498416659,0.024755461723931133,-0.024109,0.057983,0.082092,1.1040506658014015,-0.2982870896078682,0.0012278659472656245,0.021057829162743284,0.0004434321690472815,0.021093596749528896,-0.11978,0.12177,0.24155,6.554083910267193,-0.2513384157299505,2.3310847802734376,2.4250143779617837,5.880694733321377,3.363725759651615,0.019531,4.95,4.930469,-1.9848111050497108,0.12747544616721734
Run_1,13,1024,1024,0.0215429092578125,0.010006704593840595,0.00010013413682839046,0.02375354870579834,-0.015411,0.053253,0.068664,0.45897022288648914,-0.10690608699387125,-0.00012307912109375,0.015720396030371404,0.000247130851351717,0.015720877832416554,-0.10254,0.062408,0.164948,3.3271782220759993,-0.244724114718199,2.4612340185546873,2.4305416988235393,5.907532949720016,3.4590758655760747,0.024414,4.95,4.925586,-2.000764239348637,0.019654811149680148
Run_1,14,1024,1024,0.020911242099609373,0.012935138200420086,0.00016731780026396696,0.02458857145936792,-0.044556,0.058594,0.10314999999999999,3.163999160790187,-0.6153995035070327,0.00021233055664062492,0.01613314669588923,0.0002602784223110816,0.016134543891178486,-0.070953,0.066528,0.13748100000000002,2.2421187798071553,-0.07804681925321352,2.4544399296875,2.4295060104639785,5.902499454880597,3.4535162984015257,0.020752,4.9475,4.926748,-2.000621116275127,0.02565488040864765
Run_1,15,1024,1024,0.0215591366015625,0.010591804034294243,0.00011218631270089178,0.02402046385284272,-0.015869,0.056458,0.072327,0.4934050413949773,-0.11306595089785619,0.0008812578808593753,0.015090370895492854,0.0002277192937635378,0.015116081146120994,-0.049133,0.067444,0.11657700000000001,0.88676556900529,-0.0018199154781600442,2.4500020703125,2.4296072400073765,5.902991340696261,3.4504349704394945,0.026855,4.9524,4.925545,-1.99989939247862,0.028977898466985993
Run_1,16,1024,1024,0.021614725908203125,0.010120821986474866,0.00010243103768191306,0.023866868537130305,-0.0068665,0.056152,0.0630185,0.3908890535208265,0.3622700039380011,0.0006471624218750001,0.01616396950597204,0.0002612739101899939,0.01617691965085693,-0.061646,0.059204,0.12085,1.1241665079665868,0.04928887726816181,2.340078890625,2.4252724784982314,5.881946594960954,3.370150710177467,0.026855,4.9512,4.924345,-1.986468592858543,0.11954680126032126
Run_1,17,1024,1024,0.021344576962890625,0.010502511109466891,0.00011030273960447546,0.023788520452714932,-0.017853,0.053558,0.071411,0.6930720205611598,-0.24602264072998442,7.137211914062507e-05,0.018091786396202483,0.00032731273500581724,0.01809192717720276,-0.063934,0.093536,0.15747,2.211401680102397,0.3721485024151206,2.3281111074218748,2.423947742712775,5.875522659402356,3.3608963072227422,0.020752,4.95,4.929248,-1.9841184539917662,0.12966924824617507
Run_1,18,1024,1024,0.0208349252734375,0.008683691101147325,7.540649114014524e-05,0.022572120022050876,-0.0094604,0.044861,0.0543214,0.22107337053994236,-0.041974865548841056,0.0005091686718750004,0.018033324067487432,0.0003252007769230215,0.018040510792642222,-0.09491,0.093689,0.188599,4.204775434095494,0.3008999797531865,2.3577186328125,2.424843275738428,5.87986491189387,3.38211502811556,0.023193,4.95,4.926807,-1.9888620238527623,0.1059362326706809
Run_1,19,1024,1024,0.022042251689453125,0.014328478729067685,0.0002053053026893451,0.026290039220787483,-0.051422,0.067444,0.118866,2.9568182534758325,-0.7335549806919387,0.000582188359375,0.019875870288171105,0.000395050219712203,0.019884394961828603,-0.064697,0.077972,0.142669,0.4005774137312872,-0.017597873481266048,2.4704815185546876,2.4285847926187114,5.8980240949388705,3.464289685990354,0.021973,4.9487,4.926727,-1.999879023302892,0.012198885160694346
Run_1,20,1024,1024,0.02110957822265625,0.010427566164834793,0.00010873413612200739,0.0235446050903482,-0.025787,0.053101,0.078888,0.4582210385191803,-0.3646170323836323,0.0004920403515625004,0.016673624170394537,0.00027800974297556493,0.01668088267098389,-0.075836,0.070648,0.146484,1.0769213430143338,0.2530409924431143,2.459883905273437,2.429662573947688,5.903260223242105,3.457497512748983,0.023193,4.9475,4.924307,-1.9999890630769264,0.02065170284921852
Run_1,21,1024,1024,0.02111806455078125,0.010329507474571795,0.00010669872466723457,0.02350896371680807,-0.014648,0.050964,0.065612,-0.09616879609224815,0.06571512889206196,0.0005818913183593753,0.014783705703999433,0.00021855795434246538,0.014795152984976107,-0.061493,0.051422,0.112915,1.0239351581799339,-0.06391011007878551,2.3835566884765624,2.428132270158789,5.895826321386473,3.4025238880230995,-0.60547,4.95,5.55547,-1.9935425091231147,0.08342387364954693
Run_1,22,1024,1024,0.021839584072265626,0.007936113615181666,6.29818993130718e-05,0.023236809844783563,-0.0076294,0.048676,0.0563054,0.4507036825030988,-0.057707802059618826,0.00017643649414062515,0.015610483530126174,0.00024368719604434054,0.015611480579394293,-0.065155,0.075836,0.140991,2.5685937457699026,-0.08500620990566868,2.331595298828125,2.424409769372695,5.877762729829764,3.363643763442731,0.021973,4.9475,4.925527,-1.9848282176881678,0.12592365430051203
Run_1,23,1024,1024,0.021062791845703126,0.013929221573601365,0.00019402321364648167,0.02525201801800996,-0.054321,0.076447,0.130768,4.281494937952938,-0.3842607861134195,0.0003023364843749999,0.01823914007327989,0.00033266623061272435,0.018241645703239294,-0.069275,0.072479,0.141754,1.262785712525326,0.09192928544100956,2.3375246162109375,2.4250781723541626,5.881004142028605,3.3682377400386536,0.021973,4.9524,4.930427,-1.9861814692028905,0.12087253380128204
Run_1,24,1024,1024,0.021231920283203125,0.00963922340589451,9.291462786874454e-05,0.023317569915860377,-0.007782,0.054779,0.062561,0.35825921160306295,0.25757377271894033,0.0003056274609375001,0.014510210071033596,0.00021054619630552483,0.014513428418206496,-0.058594,0.06958,0.128174,1.406257289396426,0.06693913951566936,2.4045546953125,2.4300498900319667,5.905142468044373,3.41862922101736,0.023193,4.9475,4.924307,-1.997151891084977,0.06694999906464716
Run_1,25,1024,1024,0.022127940400390626,0.01208984121862839,0.000146164260691646,0.025215273289315856,-0.0074768,0.061188,0.0686648,-0.21340084498059309,0.16907930658205503,0.0011917968359375,0.01714959497040817,0.0002941086076490492,0.017190956557073835,-0.068665,0.090332,0.158997,1.967560926014687,0.19286754525365993,2.46853051953125,2.4303709859451392,5.906703129323949,3.4641515635406557,0.020752,4.9475,4.926748,-2.0010659855209587,0.013337505778092168
Run_1,26,1024,1024,0.021245184677734376,0.008851713640748639,7.835283437781552e-05,0.023015444952658528,-0.01236,0.04425,0.056609999999999994,0.503291396784018,-0.3246264252507143,9.834643554687501e-05,0.016405961268928966,0.00026915556515759735,0.016406256037834535,-0.075226,0.078735,0.15396100000000001,2.399691310332252,0.3161091431053475,2.4624443447265625,2.4302257554215285,5.90599722231414,3.459715215619628,-0.41382,4.95,5.3638200000000005,-2.0004670952949257,0.01844152532312521
Run_1,27,1024,1024,0.020780999873046876,0.012831912269737832,0.00016465797249824832,0.024423511791342018,-0.057526,0.059662,0.117188,5.007292000617173,-0.9198912806136456,0.00036612012695312493,0.018301322942860104,0.0003349384214588577,0.018304984714722323,-0.089722,0.10147,0.191192,4.028879177249199,-0.12352321187397627,2.346741595703125,2.425938595844543,5.885178070808194,3.3752591289872016,0.023193,4.95,4.926807,-1.9880177084895863,0.11369014973901377
Run_1,28,1024,1024,0.02201199580078125,0.012777051851625396,0.00016325305401912398,0.025451542451347335,-0.025024,0.065155,0.09017900000000001,0.6653079969480902,0.07196029758375107,0.0004649098632812502,0.018642458414617,0.0003475412557407242,0.01864825452748059,-0.06958,0.10162,0.17120000000000002,2.6582810277174964,0.11295704823668651,2.3320295498046875,2.425399045304049,5.8825605289617915,3.3646578355196897,0.023193,4.9487,4.925507,-1.9848424310287751,0.12660228958263336
Run_1,29,1024,1024,0.02134487384765625,0.010025357546464553,0.00010050779393445375,0.023582015043392995,-0.0090027,0.050049,0.059051700000000006,-0.21556880148451185,-0.07482918067848204,0.0010345952050781248,0.017235462891758643,0.0002970611810931892,0.017266486855511746,-0.064392,0.083771,0.148163,2.4219904021729004,0.6235274017095781,2.3468668287109375,2.4267096501798955,5.88891972627623,3.3759004188482757,-0.0024414,4.9487,4.9511414,-1.9884019756325677,0.11394698284733479
Run_1,30,1024,1024,0.02125785240234375,0.008677501345095795,7.529902959413934e-05,0.022960734272970698,-0.0033569,0.045929,0.0492859,0.15474298714837964,-0.017588295235961404,0.00015050481445312507,0.014009812295790406,0.00019627484056328003,0.014010620695117458,-0.061951,0.051727,0.113678,1.6475951354716614,-0.06283012846445989,2.4389734443359377,2.4279056702684936,5.8947259437219035,3.441412123808744,0.020752,4.9487,4.927948,-1.9981772982424861,0.03803951827178001
Run_1,31,1024,1024,0.021273195449218747,0.008697197669510702,7.564124730254238e-05,0.02298238655847568,-0.014343,0.04837,0.062713,0.07528851673005255,0.011543900875542697,0.00017270063476562501,0.016337798783698804,0.00026692366909663017,0.016338711534447218,-0.062561,0.056915,0.119476,1.134732421526011,-0.014617471125027263,2.4543341816406246,2.430251612876477,5.9061229018887165,3.453965717412127,0.023193,4.95,4.926807,-2.001373202133415,0.025556185585523576
Run_1,32,1024,1024,0.021651536533203126,0.014289713335150852,0.00020419590720078808,0.025941953308288444,-0.051117,0.058441,0.109558,2.212589364911482,-0.43634104640941634,0.0004020281347656253,0.020526019847787076,0.000421317490791749,0.020529956585752736,-0.08255,0.079803,0.162353,1.580222177024556,0.23849748967716697,2.4385307861328127,2.4291421796456407,5.900731728933574,3.4419709649924544,-0.053711,4.9463,5.000011,-1.999434957493728,0.038232331262722775
Run_1,33,1024,1024,0.021034481943359374,0.008603250412310191,7.401591765691546e-05,0.022725873982807065,-0.0042725,0.042572,0.0468445,-0.3480374467355061,0.02871745282144146,0.0005795064843750002,0.014622201137623832,0.0002138087661091277,0.01463368012068599,-0.066833,0.070648,0.13748100000000002,1.9113233711860085,-0.1410077319320029,2.33344796875,2.4240001912287528,5.87577692707703,3.364633167217569,0.024414,4.9487,4.9242859999999995,-1.9840817470177035,0.12716744087201265
Run_1,34,1024,1024,0.022003810546875,0.010973544643253013,0.0001204186820374669,0.024588337898691616,-0.027313,0.054474,0.081787,1.986033053853979,-0.37842839441955406,0.0009597887792968749,0.01803003702236122,0.00032508223502771623,0.018055565057028274,-0.08316,0.067139,0.15029900000000002,1.1710206739103537,-0.01952026420241085,2.3280445458984373,2.425756020575711,5.8842922713593095,3.362154618551439,0.024414,4.95,4.925586,-1.9850487634999991,0.1296935365448753
Run_1,35,1024,1024,0.021344284160156247,0.009584373012245724,9.186020603786416e-05,0.023397407385164732,-0.0083923,0.055237,0.0636293,0.03683549097547223,0.07346387541540984,-7.048261718750008e-05,0.016978811954941515,0.00028828005540126487,0.016978958248390578,-0.094299,0.090942,0.185241,4.181209069369887,0.19431247191541762,2.4007762529296874,2.429437590440573,5.902167005845697,3.4155370913630563,0.019531,4.9487,4.929169,-1.9968406638933889,0.06931016401849757
Run_1,36,1024,1024,0.02088905048828125,0.014077997165522764,0.00019819000419246696,0.025190125733994068,-0.051422,0.066071,0.11749300000000001,2.676824202096639,-0.39621489291742296,0.00016526254882812501,0.018235797010678158,0.00033254429261465846,0.01823654584412036,-0.084991,0.078278,0.163269,3.3030338209568892,-0.07766597792987064,2.4493269541015623,2.4293970476395526,5.901970015079774,3.4498076095875567,0.023193,4.9475,4.924307,-2.00048867069484,0.03022098467990007
Run_1,37,1024,1024,0.021449639609375,0.011697950735572555,0.00013684205141188246,0.02443213234214221,-0.022583,0.064697,0.08728,1.0311231687975777,0.08160099455885594,0.00075578712890625,0.018522759950723944,0.00034309263619214294,0.018538172789581052,-0.097961,0.11322,0.211181,3.729376585390342,0.18795707888959695,2.4419363857421876,2.4286925853704258,5.898547674233282,3.44406750605224,-0.093994,4.95,5.0439940000000005,-1.9989591199271612,0.035864525132197185
Run_1,38,1024,1024,0.021758669003906248,0.008997286389747464,8.095116237913495e-05,0.023545505711296277,-0.0035095,0.045166,0.0486755,-0.1351809274750555,-0.0614143422565058,0.0008001836035156249,0.015093335005236562,0.0002278087615802994,0.015114531265627614,-0.065613,0.074005,0.13961800000000002,2.699894626644692,0.24394230266353498,2.3874322011718747,2.4275178343482335,5.892842836078737,3.404801807928197,0.026855,4.9475,4.9206449999999995,-1.994361391984713,0.08034866775071388
Run_1,39,1024,1024,0.021362313349609377,0.009926348607049102,9.853239666866563e-05,0.02355590856484981,-0.013123,0.046692,0.05981499999999999,-0.15333488880238466,-0.2162360777058576,-0.00010013394531250007,0.015492702313841061,0.00024002382498529618,0.015493025908204634,-0.067444,0.073395,0.140839,2.199392685323132,0.4089838294646955,2.322995234375,2.4256325620578787,5.88369332611547,3.3585711522974218,0.024414,4.9487,4.9242859999999995,-1.984056572283657,0.13389537099181942
Run_1,40,1024,1024,0.020874894990234375,0.008955394816016291,8.019909631073145e-05,0.022714760336927257,-0.0022888,0.046539,0.0488278,-0.39664399723858734,0.07286411520119206,0.00045299822265624986,0.018502689515112237,0.0003423495192926443,0.018508234023870942,-0.091858,0.090637,0.182495,4.090336645623588,-0.02923206449267794,2.3208865771484373,2.4232293616595064,5.872040539208738,3.355377034432424,0.023193,4.95,4.926807,-1.9815113276017384,0.13516413704094593
Run_1,41,1024,1024,0.02181216265625,0.014342508332140161,0.00020570754525750995,0.026105133307459224,-0.04364,0.065002,0.108642,2.106530155052651,-0.239805690740402,0.000644773427734375,0.019707287373081157,0.00038837717560520396,0.019717832243386094,-0.08316,0.10925,0.19241,2.511029931720789,0.17165336995780406,2.4580544892578127,2.430852994804804,5.909046282351484,3.457033143392173,-0.6311,4.95,5.5811,-2.0005019245061617,0.022554107184402702
Run_1,42,1024,1024,0.02114654646484375,0.010641068392460748,0.00011323233653302716,0.023672954271126003,-0.010376,0.05127,0.061646000000000006,-0.11250291462005046,-0.10480648038186631,0.0004217110937500001,0.015990281301985206,0.00025568909611661773,0.01599584122086768,-0.069733,0.060272,0.130005,2.051024232832172,-0.15410459154195374,2.4643930429687497,2.430063913135824,5.905210621924994,3.4609888315563473,0.025635,4.9512,4.925565,-2.001364505682935,0.01745249899843539
Run_1,43,1024,1024,0.0213749799609375,0.010985081686945262,0.00012067201966886017,0.02403251522415704,-0.010376,0.065613,0.075989,0.5745307241413209,0.16154895778676093,0.0005876830566406251,0.016683208749270796,0.0002783294541717457,0.01669355640799192,-0.066681,0.069733,0.136414,1.574998583897277,-0.18080542203519873,2.4294901533203124,2.428120669674836,5.895769986502173,3.4348496898092247,0.024414,4.9512,4.926786,-1.9980745139912677,0.04711437508095709
Run_1,44,1024,1024,0.021638587607421877,0.009200759970925605,8.465398404258695e-05,0.02351345269599211,-0.0073242,0.050507,0.057831200000000006,0.06508594169635762,-0.19376049166308765,0.000310246396484375,0.016763168216974742,0.0002810038086705921,0.016766038932828582,-0.047455,0.077362,0.124817,1.6654535538801314,0.5175694864004255,2.3274186054687496,2.4243538517198258,5.877491598348755,3.3607095922484667,0.025635,4.9512,4.925565,-1.983830637676134,0.12963293436272902
Run_1,45,1024,1024,0.0213444330859375,0.015039735403544224,0.00022619364100862156,0.026110887858682343,-0.054932,0.070801,0.125733,3.5366592293681887,-0.5378751095037659,8.821881835937521e-05,0.020097473431449984,0.00040390843832783797,0.02009766705087311,-0.067444,0.081024,0.148468,1.2215893008165706,0.13799581147389395,2.3273246064453126,2.4240310058923398,5.875926317527428,3.360411602957777,0.024414,4.9463,4.921886,-1.983269635222447,0.13081770573983703
Run_1,46,1024,1024,0.020994235283203124,0.009402288884099075,8.840303626005304e-05,0.02300349867708267,-0.011444,0.053711,0.065155,0.4897246474110646,0.11076719153364574,0.000546578115234375,0.01688611535273046,0.0002851408917057194,0.01689495899201216,-0.10422,0.072632,0.176852,3.8442934729189027,-0.06708967211476913,2.3672165634765623,2.4272660943513267,5.891620692787543,3.3904770978706416,0.026855,4.9451,4.918245,-1.9913827116610874,0.09765075211100684
Run_1,47,1024,1024,0.02206220337890625,0.012162876535425299,0.00014793556561599932,0.025192784354815204,-0.018158,0.057526,0.075684,0.02502087299073441,0.07692501630837016,0.0011669208105468747,0.016748678246423867,0.0002805182230022321,0.01678928012692383,-0.0737,0.071106,0.144806,1.84486677818116,0.32281997648073435,2.4684594501953123,2.4297601789050276,5.903734526992592,3.4636724129529246,0.026855,4.95,4.923145,-2.000715776620046,0.01378815699823924
Run_1,48,1024,1024,0.021196293398437496,0.008463316905095171,7.162773303606971e-05,0.022823465706783334,-0.0021362,0.046844,0.048980199999999995,0.08740408673715327,0.12335149257867907,-8.061747070312492e-05,0.015526932202766967,0.00024108562362932186,0.015527141488564608,-0.083771,0.054626,0.138397,1.656274049504563,-0.09112878297875478,2.4699103916015623,2.429576295735703,5.902840976800819,3.4645776538190343,0.023193,4.9475,4.924307,-2.000545647750477,0.011892587782181179
Run_1,49,1024,1024,0.02095429771484375,0.013657063923599217,0.00018651539501327524,0.02501195689536469,-0.047302,0.065918,0.11322,2.380322927736585,-0.4530984972014351,0.0004915895996093749,0.020212389651402488,0.00040854069542012235,0.0202183667924629,-0.083771,0.086975,0.170746,2.021750597113561,-0.0661678598554062,2.3933691845703127,2.425253405562473,5.881854081192374,3.407355299178989,0.021973,4.95,4.928027,-1.9927273068348994,0.0763188402533889
Run_1,50,1024,1024,0.021893684521484377,0.012815707042040454,0.00016424234698740527,0.02536879518056957,-0.025635,0.059204,0.084839,0.4004427219325142,0.19808096736929134,0.0004226020312499999,0.017178487836623537,0.0002951004443530228,0.017183685193515374,-0.075684,0.072937,0.148621,1.197836058452757,0.13247364842422826,2.330593638671875,2.4235936915129352,5.873806381541297,3.3623612373091483,0.014648,4.9475,4.932852,-1.9835473454727661,0.12768775864380366
Run_1,51,1024,1024,0.021442180830078122,0.009617215330079849,9.249083070512284e-05,0.02350016913672948,-0.015869,0.048676,0.06454499999999999,0.39145149228366627,-0.09176586595536532,0.0008287923144531249,0.02069370548512424,0.000428229446705061,0.02071029558952642,-0.14465,0.15274,0.29739,10.43078663530142,0.04637449702612399,2.3350364931640626,2.4243717574407246,5.8775784182762285,3.366002650427381,0.025635,4.9463,4.920665,-1.9855882177778148,0.12323148267075505
Run_1,52,1024,1024,0.021205380156250002,0.00893227692020452,7.978557097921834e-05,0.023009861332704714,-0.012054,0.047302,0.059356,0.39912800743069976,-0.21537908994075664,0.0003056182812500002,0.014443795662259172,0.00020862323313309685,0.01444702861030361,-0.07431,0.05661,0.13092,1.6239879168110543,0.06321035715069502,2.4179925751953126,2.4287445382108968,5.8988000318892615,3.427169112487582,0.021973,4.9512,4.929227,-1.9976244375562173,0.05548088273921475
Run_1,53,1024,1024,0.02122788673828125,0.008483356391183717,7.196733565983761e-05,0.022860238647773007,-0.0048828,0.04776,0.0526428,-0.057117650680253096,-0.024978386681725806,0.0004039760351562501,0.017115808829316397,0.0002929509118817052,0.017120575589584765,-0.085449,0.093536,0.178985,3.8890397177454226,-0.275330873189958,2.45095294140625,2.4286199190355453,5.898194711136219,3.4504151970631254,0.023193,4.95,4.926807,-1.9988089273597431,0.028080152640247998
Run_1,54,1024,1024,0.02181902388671875,0.015135923007239524,0.00022909616528108274,0.02655496128128012,-0.040131,0.062866,0.102997,1.0537237136678268,-0.3574991448190339,0.0003874429394531249,0.019364374999373712,0.0003749790191163696,0.019368250595954754,-0.067444,0.084839,0.152283,1.1733550789715457,0.3115189676293853,2.466498197265625,2.428642274755262,5.898303298728413,3.4614905251701886,0.026855,4.95,4.923145,-1.9993966629378692,0.016449025227246773
Run_1,55,1024,1024,0.020949532431640626,0.008715359385348079,7.595748921577486e-05,0.022690094718183465,-0.0062561,0.048828,0.055084100000000004,0.0690222550295605,0.17378954677856406,0.00037878060546875017,0.013638140997970604,0.0001859988898805266,0.01364340003912536,-0.049896,0.044556,0.09445200000000001,0.4833867730468122,0.14265995401173245,2.3363782480468753,2.42461490087737,5.878757417556579,3.367108661077507,0.026855,4.95,4.923145,-1.985832977620613,0.12310012073415093
Run_1,56,1024,1024,0.021794282001953123,0.011708549195524573,0.00013709012426401914,0.02474026782887924,-0.031891,0.060425,0.09231600000000001,2.115663564807443,-0.4455117779583811,0.00127345919921875,0.01833094613073139,0.00033602358604777614,0.018375126785408882,-0.11307,0.075531,0.18860100000000002,3.196543975764886,-0.336332227085726,2.311245446289062,2.423834093139328,5.874971711064548,3.3491532100004733,0.026855,4.95,4.923145,-1.9815067458352005,0.14301271992494177
Run_1,57,1024,1024,0.021525599990234373,0.009671175747684764,9.353164034260596e-05,0.023598370606509763,-0.0079346,0.05661,0.06454460000000001,0.1817478353733688,0.19115432120815812,-0.0002203945312500001,0.016019380926625217,0.0002566205652723238,0.01602089694810277,-0.074615,0.056152,0.130767,1.1988639240360142,0.03080556550853211,2.381014844726562,2.427510446226047,5.8928069665365825,3.400299789333999,0.020752,4.9463,4.925548,-1.9933849497916918,0.08692741522511774
Run_1,58,1024,1024,0.021002599169921875,0.013478614284355315,0.00018167304302642713,0.024955604879842726,-0.051117,0.071564,0.12268100000000001,3.301907460949992,-0.43323810901600324,0.0002950407324218749,0.01752257252027325,0.00030704054772823534,0.017525056255602245,-0.055847,0.074921,0.130768,1.815425058775335,0.2670899513404351,2.4552764150390622,2.4302314545560644,5.906024922713684,3.454621136530134,0.021973,4.9463,4.924327,-2.0008230934726354,0.025341530996808446
